����,��Ʊ����,����,���̼�,��߼�,��ͼ�,���̼�,ǰ����,�ǵ���,�ǵ���,������,�ɽ���,�ɽ����,����ֵ,��ͨ��ֵ
2019-11-05,'300782,׿ʤ΢,411.62,411.62,369.0,370.0,374.2,37.42,10.0,10.8306,2707661,1062120131.65,41162000000.0,10290500000.0
2019-11-04,'300782,׿ʤ΢,374.2,378.2,359.0,362.52,364.95,9.25,2.5346,7.4429,1860723,684790376.19,37420000000.0,9355000000.0
2019-11-01,'300782,׿ʤ΢,364.95,372.0,358.0,360.0,375.72,-10.77,-2.8665,6.9387,1734663,628963905.08,36495000000.0,9123750000.0
2019-10-31,'300782,׿ʤ΢,375.72,382.0,372.01,375.66,377.46,-1.74,-0.461,4.6204,1155110,435417285.67,37572000000.0,9393000000.0
2019-10-30,'300782,׿ʤ΢,377.46,389.53,357.0,362.0,366.5,10.96,2.9905,8.5984,2149592,813201642.64,37746000000.0,9436500000.0
2019-10-29,'300782,׿ʤ΢,366.5,373.9,356.0,369.66,372.7,-6.2,-1.6635,6.8175,1704369,620423299.89,36650000000.0,9162500000.0
2019-10-28,'300782,׿ʤ΢,372.7,376.05,353.0,354.0,360.04,12.66,3.5163,6.0631,1515783,559503608.17,37270000000.0,9317500000.0
2019-10-25,'300782,׿ʤ΢,360.04,365.0,348.3,354.0,352.76,7.28,2.0637,4.9016,1225393,437417489.62,36004000000.0,9001000000.0
2019-10-24,'300782,׿ʤ΢,352.76,365.78,347.65,358.0,364.78,-12.02,-3.2951,5.214,1303499,462046767.87,35276000000.0,8819000000.0
2019-10-23,'300782,׿ʤ΢,364.78,378.0,358.0,378.0,376.5,-11.72,-3.1129,5.3976,1349391,497479356.47,36478000000.0,9119500000.0
2019-10-22,'300782,׿ʤ΢,376.5,379.0,362.06,362.07,360.08,16.42,4.5601,6.6577,1664428,619868845.88,37650000000.0,9412500000.0
2019-10-21,'300782,׿ʤ΢,360.08,369.49,344.0,368.0,373.9,-13.82,-3.6962,6.7554,1688853,604943695.52,36008000000.0,9002000000.0
2019-10-18,'300782,׿ʤ΢,373.9,381.0,371.2,375.84,375.72,-1.82,-0.4844,5.3171,1329265,500406790.1,37390000000.0,9347500000.0
2019-10-17,'300782,׿ʤ΢,375.72,379.5,370.01,375.0,373.85,1.87,0.5002,3.7199,929968,349260590.51,37572000000.0,9393000000.0
2019-10-16,'300782,׿ʤ΢,373.85,384.51,370.11,382.8,383.5,-9.65,-2.5163,5.7352,1433799,538761821.04,37385000000.0,9346250000.0
2019-10-15,'300782,׿ʤ΢,383.5,395.2,368.56,381.76,382.5,1.0,0.2614,8.9093,2227320,848868632.51,38350000000.0,9587500000.0
2019-10-14,'300782,׿ʤ΢,382.5,393.83,377.02,380.0,364.33,18.17,4.9872,9.8822,2470548,949830419.89,38250000000.0,9562500000.0
2019-10-11,'300782,׿ʤ΢,364.33,368.49,350.0,355.5,354.3,10.03,2.8309,7.783,1945753,703748500.51,36433000000.0,9108250000.0
2019-10-10,'300782,׿ʤ΢,354.3,357.09,326.02,330.08,335.48,18.82,5.6099,9.1839,2295966,788673009.38,35430000000.0,8857500000.0
2019-10-09,'300782,׿ʤ΢,335.48,343.0,313.5,324.05,337.46,-1.98,-0.5867,10.2292,2557293,836967082.49,33548000000.0,8387000000.0
2019-10-08,'300782,׿ʤ΢,337.46,381.0,337.46,368.5,374.95,-37.49,-9.9987,12.2813,3070333,1079373432.48,33746000000.0,8436500000.0
2019-09-30,'300782,׿ʤ΢,374.95,389.3,362.5,383.0,382.48,-7.53,-1.9687,6.7652,1691295,633952054.7,37495000000.0,9373750000.0
2019-09-27,'300782,׿ʤ΢,382.48,382.48,348.0,349.0,347.71,34.77,9.9997,11.4409,2860225,1051761420.73,38248000000.0,9562000000.0
2019-09-26,'300782,׿ʤ΢,347.71,388.45,344.5,378.0,378.7,-30.99,-8.1833,11.1701,2792537,1014727631.34,34771000000.0,8692750000.0
2019-09-25,'300782,׿ʤ΢,379.7,388.0,369.01,381.55,385.06,-5.36,-1.392,5.5949,1398726,528839711.32,37970000000.0,9492500000.0
2019-09-24,'300782,׿ʤ΢,385.06,399.97,380.01,382.05,385.99,-0.93,-0.2409,7.1952,1798805,699215525.72,38506000000.0,9626500000.0
2019-09-23,'300782,׿ʤ΢,385.99,387.83,350.1,353.94,354.57,31.42,8.8614,8.4986,2124652,785100877.86,38599000000.0,9649750000.0
2019-09-20,'300782,׿ʤ΢,354.57,359.83,341.99,343.11,344.8,9.77,2.8335,7.3029,1825719,640818457.24,35457000000.0,8864250000.0
2019-09-19,'300782,׿ʤ΢,344.8,351.88,330.0,331.17,336.8,8.0,2.3753,7.6693,1917329,657221150.84,34480000000.0,8620000000.0
2019-09-18,'300782,׿ʤ΢,336.8,341.0,322.0,335.0,334.45,2.35,0.7026,7.1253,1781317,591258641.9,33680000000.0,8420000000.0
2019-09-17,'300782,׿ʤ΢,334.45,345.88,328.11,341.99,341.0,-6.55,-1.9208,6.0174,1504355,506385151.45,33445000000.0,8361250000.0
2019-09-16,'300782,׿ʤ΢,341.0,345.97,332.03,337.0,338.33,2.67,0.7892,5.1127,1278186,434245918.36,34100000000.0,8525000000.0
2019-09-12,'300782,׿ʤ΢,338.33,346.46,330.12,338.8,337.5,0.83,0.2459,4.9147,1228678,416025307.62,33833000000.0,8458250000.0
2019-09-11,'300782,׿ʤ΢,337.5,348.58,331.0,343.97,341.9,-4.4,-1.2869,6.4205,1605134,544878638.78,33750000000.0,8437500000.0
2019-09-10,'300782,׿ʤ΢,341.9,348.1,332.0,341.17,345.4,-3.5,-1.0133,7.4285,1857118,630470830.62,34190000000.0,8547500000.0
2019-09-09,'300782,׿ʤ΢,345.4,346.08,315.0,319.9,318.89,26.51,8.3132,10.4506,2612650,863996355.59,34540000000.0,8635000000.0
2019-09-06,'300782,׿ʤ΢,318.89,327.57,305.2,325.7,327.4,-8.51,-2.5993,9.3303,2332571,737960689.85,31889000000.0,7972250000.0
2019-09-05,'300782,׿ʤ΢,327.4,338.5,324.0,330.0,330.0,-2.6,-0.7879,6.6571,1664284,547890053.23,32740000000.0,8185000000.0
2019-09-04,'300782,׿ʤ΢,330.0,348.88,323.35,334.0,335.0,-5.0,-1.4925,8.174,2043489,681982439.57,33000000000.0,8250000000.0
2019-09-03,'300782,׿ʤ΢,335.0,338.8,323.91,328.2,331.0,4.0,1.2085,7.6168,1904207,628938924.62,33500000000.0,8375000000.0
2019-09-02,'300782,׿ʤ΢,331.0,333.0,302.04,303.02,304.0,27.0,8.8816,9.7397,2434936,778178676.48,33100000000.0,8275000000.0
2019-08-30,'300782,׿ʤ΢,304.0,319.5,303.03,309.96,320.0,-16.0,-5.0,12.4719,3117976,963538751.91,30400000000.0,7600000000.0
2019-08-29,'300782,׿ʤ΢,320.0,323.4,304.7,308.0,304.67,15.33,5.0317,7.7819,1945482,615004886.87,32000000000.0,8000000000.0
2019-08-28,'300782,׿ʤ΢,304.67,308.8,292.0,294.0,295.4,9.27,3.1381,7.9638,1990960,602789503.9,30467000000.0,7616750000.0
2019-08-27,'300782,׿ʤ΢,295.4,302.47,288.0,295.0,291.53,3.87,1.3275,6.5739,1643483,486626561.11,29540000000.0,7385000000.0
2019-08-26,'300782,׿ʤ΢,291.53,295.8,283.7,289.01,294.77,-3.24,-1.0992,6.1408,1535209,444249943.73,29153000000.0,7288250000.0
2019-08-23,'300782,׿ʤ΢,294.77,298.69,287.22,293.01,295.55,-0.78,-0.2639,7.1404,1785091,522602021.92,29477000000.0,7369250000.0
2019-08-22,'300782,׿ʤ΢,295.55,318.2,289.0,312.01,313.2,-17.65,-5.6354,10.6744,2668604,806395070.52,29555000000.0,7388750000.0
2019-08-21,'300782,׿ʤ΢,313.2,317.55,291.0,295.0,296.9,16.3,5.4901,9.2391,2309767,698344337.91,31320000000.0,7830000000.0
2019-08-20,'300782,׿ʤ΢,296.9,296.9,285.88,291.0,291.35,5.55,1.9049,6.4083,1602068,465761124.87,29690000000.0,7422500000.0
2019-08-19,'300782,׿ʤ΢,291.35,300.88,283.62,283.62,282.0,9.35,3.3156,9.3466,2336659,687231812.26,29135000000.0,7283750000.0
2019-08-16,'300782,׿ʤ΢,282.0,294.03,268.32,270.0,270.8,11.2,4.1359,10.4517,2612934,735586531.53,28200000000.0,7050000000.0
2019-08-15,'300782,׿ʤ΢,270.8,273.5,256.98,258.08,267.91,2.89,1.0787,8.3198,2079946,553792807.07,27080000000.0,6770000000.0
2019-08-14,'300782,׿ʤ΢,267.91,296.23,264.11,284.0,284.0,-16.09,-5.6655,14.3809,3595227,999241996.16,26791000000.0,6697750000.0
2019-08-13,'300782,׿ʤ΢,284.0,287.51,268.0,274.0,278.31,5.69,2.0445,9.8477,2461933,687922434.69,28400000000.0,7100000000.0
2019-08-12,'300782,׿ʤ΢,278.31,278.31,250.1,251.99,253.01,25.3,9.9996,11.324,2831011,765874139.86,27831000000.0,6957750000.0
2019-08-09,'300782,׿ʤ΢,253.01,260.83,244.6,251.0,257.01,-4.0,-1.5564,12.4449,3111226,785200240.58,25301000000.0,6325250000.0
2019-08-08,'300782,׿ʤ΢,257.01,259.63,236.17,240.0,236.03,20.98,8.8887,14.7917,3697922,933356021.04,25701000000.0,6425250000.0
2019-08-07,'300782,׿ʤ΢,236.03,245.0,226.1,231.29,231.12,4.91,2.1244,9.9811,2495278,590331236.99,23603000000.0,5900750000.0
2019-08-06,'300782,׿ʤ΢,231.12,234.86,220.62,225.01,230.5,0.62,0.269,8.1459,2036473,465289559.73,23112000000.0,5778000000.0
2019-08-05,'300782,׿ʤ΢,230.5,236.66,226.62,227.95,231.2,-0.7,-0.3028,8.1826,2045640,474583680.38,23050000000.0,5762500000.0
2019-08-02,'300782,׿ʤ΢,231.2,243.7,230.0,231.0,242.0,-10.8,-4.4628,11.1954,2798845,661978123.16,23120000000.0,5780000000.0
2019-08-01,'300782,׿ʤ΢,242.0,245.94,236.0,239.71,242.5,-0.5,-0.2062,9.2607,2315166,555305769.02,24200000000.0,6050000000.0
2019-07-31,'300782,׿ʤ΢,242.5,244.8,228.0,230.5,230.95,11.55,5.0011,15.5821,3895526,926301991.98,24250000000.0,6062500000.0
2019-07-30,'300782,׿ʤ΢,230.95,235.0,225.01,230.0,231.96,-1.01,-0.4354,8.524,2131011,489587569.93,23095000000.0,5773750000.0
2019-07-29,'300782,׿ʤ΢,231.96,240.2,226.31,231.5,233.0,-1.04,-0.4464,11.4549,2863722,667760446.81,23196000000.0,5799000000.0
2019-07-26,'300782,׿ʤ΢,233.0,233.3,224.6,229.0,231.0,2.0,0.8658,10.4997,2624917,600163813.38,23300000000.0,5825000000.0
2019-07-25,'300782,׿ʤ΢,231.0,246.0,225.55,242.0,244.3,-13.3,-5.4441,18.0166,4504140,1060885546.78,23100000000.0,5775000000.0
2019-07-24,'300782,׿ʤ΢,244.3,246.43,224.03,224.03,224.03,20.27,9.0479,20.0716,5017896,1198837771.79,24430000000.0,6107500000.0
2019-07-23,'300782,׿ʤ΢,224.03,228.99,204.11,204.21,208.75,15.28,7.3198,18.8465,4711614,1026972576.9,22403000000.0,5600750000.0
2019-07-22,'300782,׿ʤ΢,208.75,216.58,203.0,211.0,206.05,2.7,1.3104,22.1291,5532280,1162459190.11,20875000000.0,5218750000.0
2019-07-19,'300782,׿ʤ΢,206.05,216.88,205.01,215.35,215.35,-9.3,-4.3186,20.7426,5185652,1096301156.47,20605000000.0,5151250000.0
2019-07-18,'300782,׿ʤ΢,215.35,221.8,210.11,218.0,217.2,-1.85,-0.8517,21.0934,5273356,1141398704.45,21535000000.0,5383750000.0
2019-07-17,'300782,׿ʤ΢,217.2,239.0,215.25,227.58,223.12,-5.92,-2.6533,29.2212,7305301,1655747676.63,21720000000.0,5430000000.0
2019-07-16,'300782,׿ʤ΢,223.12,223.12,209.0,213.09,202.84,20.28,9.998,14.0474,3511858,761070184.98,22312000000.0,5578000000.0
2019-07-15,'300782,׿ʤ΢,202.84,202.84,198.0,202.84,184.4,18.44,10.0,13.9447,3486170,706833353.0,20284000000.0,5071000000.0
2019-07-12,'300782,׿ʤ΢,184.4,187.5,180.14,184.86,189.0,-4.6,-2.4339,17.6307,4407673,809670187.38,18440000000.0,4610000000.0
2019-07-11,'300782,׿ʤ΢,189.0,193.79,183.51,186.0,189.5,-0.5,-0.2639,23.5592,5889802,1109264141.99,18900000000.0,4725000000.0
2019-07-10,'300782,׿ʤ΢,189.5,190.5,180.7,184.31,180.0,9.5,5.2778,26.3788,6594697,1226946380.05,18950000000.0,4737500000.0
2019-07-09,'300782,׿ʤ΢,180.0,188.1,176.02,188.0,185.19,-5.19,-2.8025,25.4882,6372042,1157555662.02,18000000000.0,4500000000.0
2019-07-08,'300782,׿ʤ΢,185.19,192.96,176.1,186.98,175.42,9.77,5.5695,43.4925,10873114,2017805818.48,18519000000.0,4629750000.0
2019-07-05,'300782,׿ʤ΢,175.42,175.42,175.42,175.42,159.47,15.95,10.0019,3.0505,762628,133780203.76,17542000000.0,4385500000.0
2019-07-04,'300782,׿ʤ΢,159.47,159.47,148.2,150.0,144.97,14.5,10.0021,44.5264,11131589,1715228304.17,15947000000.0,3986750000.0
2019-07-03,'300782,׿ʤ΢,144.97,144.97,136.81,144.97,131.79,13.18,10.0008,64.795,16198740,2315985768.65,14497000000.0,3624250000.0
2019-07-02,'300782,׿ʤ΢,131.79,131.79,131.79,131.79,119.81,11.98,9.9992,1.2244,306093,40339996.47,13179000000.0,3294750000.0
2019-07-01,'300782,׿ʤ΢,119.81,119.81,119.81,119.81,108.92,10.89,9.9982,0.6329,158228,18957296.68,11981000000.0,2995250000.0
2019-06-28,'300782,׿ʤ΢,108.92,108.92,108.92,108.92,99.02,9.9,9.998,1.1305,282635,30784604.2,10892000000.0,2723000000.0
2019-06-27,'300782,׿ʤ΢,99.02,99.02,99.02,99.02,90.02,9.0,9.9978,0.4867,121686,12049347.72,9902000000.0,2475500000.0
2019-06-26,'300782,׿ʤ΢,90.02,90.02,90.02,90.02,81.84,8.18,9.9951,0.3506,87662,7891333.24,9002000000.0,2250500000.0
2019-06-25,'300782,׿ʤ΢,81.84,81.84,81.84,81.84,74.4,7.44,10.0,0.5477,136930,11206351.2,8184000000.0,2046000000.0
2019-06-24,'300782,׿ʤ΢,74.4,74.4,74.4,74.4,67.64,6.76,9.9941,0.59,147502,10974148.8,7440000000.0,1860000000.0
2019-06-21,'300782,׿ʤ΢,67.64,67.64,67.64,67.64,61.49,6.15,10.0016,0.1384,34593,2339870.52,6764000000.0,1691000000.0
2019-06-20,'300782,׿ʤ΢,61.49,61.49,61.49,61.49,55.9,5.59,10.0,0.072,17991,1106266.59,6149000000.0,1537250000.0
2019-06-19,'300782,׿ʤ΢,55.9,55.9,55.9,55.9,50.82,5.08,9.9961,0.0731,18272,1021404.8,5590000000.0,1397500000.0
2019-06-18,'300782,N׿ʤ΢,50.82,50.82,42.35,42.35,35.29,15.53,44.0068,0.1592,39796,2012694.72,5082000000.0,1270500000.0
