ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2019-12-27,'002161,Ô¶ Íû ¹È,9.61,10.05,9.6,10.03,10.05,-0.44,-4.3781,5.2347,38724237,380644155.97,7109068614.0,7109068614.0
2019-12-26,'002161,Ô¶ Íû ¹È,10.05,10.13,9.86,9.96,10.03,0.02,0.1994,4.2532,31463284,314118051.5,7434561870.0,7434561870.0
2019-12-25,'002161,Ô¶ Íû ¹È,10.03,10.13,9.67,9.79,9.81,0.22,2.2426,5.8016,42917727,426915919.75,7419766722.0,7419766722.0
2019-12-24,'002161,Ô¶ Íû ¹È,9.81,9.83,9.56,9.61,9.58,0.23,2.4008,3.9932,29539769,287496470.72,7257020094.0,7257020094.0
2019-12-23,'002161,Ô¶ Íû ¹È,9.58,9.88,9.42,9.66,9.71,-0.13,-1.3388,4.7464,35112162,339846132.63,7086875892.0,7086875892.0
2019-12-20,'002161,Ô¶ Íû ¹È,9.71,10.21,9.71,10.15,10.14,-0.43,-4.2406,6.3775,47178154,465480979.66,7183044354.0,7183044354.0
2019-12-19,'002161,Ô¶ Íû ¹È,10.14,10.38,10.02,10.13,10.13,0.01,0.0987,5.6618,41883586,425953209.2,7501140036.0,7501140036.0
2019-12-18,'002161,Ô¶ Íû ¹È,10.13,10.48,9.96,9.96,10.0,0.13,1.3,9.5541,70677167,721446852.75,7493742462.0,7493742462.0
2019-12-17,'002161,Ô¶ Íû ¹È,10.0,10.16,9.8,9.9,9.86,0.14,1.4199,9.4006,69541290,692439028.71,7397574000.0,7397574000.0
2019-12-16,'002161,Ô¶ Íû ¹È,9.86,10.07,9.18,9.26,9.23,0.63,6.8256,10.0965,74689472,722587271.08,7294007964.0,7294007964.0
2019-12-13,'002161,Ô¶ Íû ¹È,9.23,9.36,9.07,9.29,9.22,0.01,0.1085,5.3197,39352806,361540327.84,6827960802.0,6827960802.0
2019-12-12,'002161,Ô¶ Íû ¹È,9.22,9.51,9.21,9.35,9.37,-0.15,-1.6009,5.2295,38685582,361451718.23,6820563228.0,6820563228.0
2019-12-11,'002161,Ô¶ Íû ¹È,9.37,9.64,9.32,9.43,9.51,-0.14,-1.4721,4.3634,32278411,304815918.21,6931526838.0,6931526838.0
2019-12-10,'002161,Ô¶ Íû ¹È,9.51,9.57,9.18,9.3,9.34,0.17,1.8201,5.9628,44110213,414261018.05,7035092874.0,7035092874.0
