»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2019-12-27,'002219,∫„øµ“Ω¡∆,2.36,2.4,2.35,2.37,2.37,-0.01,-0.4219,0.3629,6768100,16080300.5,4401957974.8,4401957974.8
2019-12-26,'002219,∫„øµ“Ω¡∆,2.37,2.38,2.35,2.35,2.35,0.02,0.8511,0.3254,6069457,14341031.52,4420610339.1,4420610339.1
2019-12-25,'002219,∫„øµ“Ω¡∆,2.35,2.38,2.35,2.37,2.36,-0.01,-0.4237,0.2634,4912802,11621147.29,4383305610.5,4383305610.5
2019-12-24,'002219,∫„øµ“Ω¡∆,2.36,2.38,2.32,2.32,2.33,0.03,1.2876,0.3375,6294689,14810561.04,4401957974.8,4401957974.8
2019-12-23,'002219,∫„øµ“Ω¡∆,2.33,2.41,2.32,2.4,2.41,-0.08,-3.3195,0.4988,9304508,22009376.46,4346000881.9,4346000881.9
2019-12-20,'002219,∫„øµ“Ω¡∆,2.41,2.51,2.4,2.47,2.47,-0.06,-2.4291,0.5361,9998615,24540608.85,4495219796.3,4495219796.3
2019-12-19,'002219,∫„øµ“Ω¡∆,2.47,2.48,2.41,2.42,2.43,0.04,1.6461,0.7894,14723710,36021595.1,4607133982.1,4607133982.1
2019-12-18,'002219,∫„øµ“Ω¡∆,2.43,2.46,2.42,2.45,2.44,-0.01,-0.4098,0.4169,7776303,18931207.32,4532524524.9,4532524524.9
2019-12-17,'002219,∫„øµ“Ω¡∆,2.44,2.45,2.39,2.41,2.4,0.04,1.6667,0.5595,10435988,25382988.63,4551176889.2,4551176889.2
2019-12-16,'002219,∫„øµ“Ω¡∆,2.4,2.42,2.37,2.38,2.38,0.02,0.8403,0.4785,8925601,21358497.2,4476567432.0,4476567432.0
2019-12-13,'002219,∫„øµ“Ω¡∆,2.38,2.39,2.37,2.37,2.37,0.01,0.4219,0.2559,4772950,11347231.5,4439262703.4,4439262703.4
2019-12-12,'002219,∫„øµ“Ω¡∆,2.37,2.39,2.35,2.38,2.38,-0.01,-0.4202,0.323,6024455,14290990.4,4420610339.1,4420610339.1
2019-12-11,'002219,∫„øµ“Ω¡∆,2.38,2.41,2.37,2.41,2.41,-0.03,-1.2448,0.2922,5451050,12983103.0,4439262703.4,4439262703.4
2019-12-10,'002219,∫„øµ“Ω¡∆,2.41,2.43,2.36,2.39,2.4,0.01,0.4167,0.4866,9076335,21814369.94,4495219796.3,4495219796.3
2019-12-09,'002219,∫„øµ“Ω¡∆,2.4,2.45,2.34,2.37,2.38,0.02,0.8403,0.6325,11797175,28153367.93,4476567432.0,4476567432.0
2019-12-06,'002219,∫„øµ“Ω¡∆,2.38,2.39,2.35,2.35,2.35,0.03,1.2766,0.3552,6624750,15692135.0,4439262703.4,4439262703.4
2019-12-05,'002219,∫„øµ“Ω¡∆,2.35,2.39,2.34,2.34,2.33,0.02,0.8584,0.3365,6276855,14785961.2,4383305610.5,4383305610.5
2019-12-04,'002219,∫„øµ“Ω¡∆,2.33,2.37,2.33,2.33,2.35,-0.02,-0.8511,0.2521,4702825,11032836.33,4346000881.9,4346000881.9
2019-12-03,'002219,∫„øµ“Ω¡∆,2.35,2.4,2.28,2.3,2.3,0.05,2.1739,0.384,7161578,16688933.68,4383305610.5,4383305610.5
2019-12-02,'002219,∫„øµ“Ω¡∆,2.3,2.33,2.28,2.31,2.31,-0.01,-0.4329,0.2632,4910050,11326603.0,4290043789.0,4290043789.0
2019-11-29,'002219,∫„øµ“Ω¡∆,2.31,2.32,2.28,2.3,2.3,0.01,0.4348,0.21,3916805,9005868.45,4308696153.3,4308696153.3
2019-11-28,'002219,∫„øµ“Ω¡∆,2.3,2.34,2.29,2.32,2.32,-0.02,-0.8621,0.2955,5512250,12758629.0,4290043789.0,4290043789.0
2019-11-27,'002219,∫„øµ“Ω¡∆,2.32,2.36,2.31,2.36,2.36,-0.04,-1.6949,0.2634,4912200,11465426.5,4327348517.6,4327348517.6
2019-11-26,'002219,∫„øµ“Ω¡∆,2.36,2.39,2.33,2.38,2.37,-0.01,-0.4219,0.3582,6681053,15701800.49,4401957974.8,4401957974.8
2019-11-25,'002219,∫„øµ“Ω¡∆,2.37,2.45,2.28,2.33,2.34,0.03,1.2821,0.6947,12957254,30661398.75,4420610339.1,4420610339.1
2019-11-22,'002219,∫„øµ“Ω¡∆,2.34,2.41,2.31,2.36,2.35,-0.01,-0.4255,0.5289,9866050,23293326.0,4364653246.2,4364653246.2
2019-11-21,'002219,∫„øµ“Ω¡∆,2.35,2.37,2.33,2.37,2.4,-0.05,-2.0833,0.6691,12479550,29282263.5,4383305610.5,4383305610.5
2019-11-20,'002219,∫„øµ“Ω¡∆,2.4,2.57,2.34,2.35,2.35,0.05,2.1277,1.3507,25192854,61912367.06,4476567432.0,4476567432.0
2019-11-19,'002219,∫„øµ“Ω¡∆,2.35,2.35,2.27,2.29,2.3,0.05,2.1739,0.3349,6246699,14555574.66,4383305610.5,4383305610.5
2019-11-18,'002219,∫„øµ“Ω¡∆,2.3,2.32,2.27,2.29,2.29,0.01,0.4367,0.2915,5436250,12498577.5,4290043789.0,4290043789.0
2019-11-15,'002219,∫„øµ“Ω¡∆,2.29,2.36,2.29,2.33,2.33,-0.04,-1.7167,0.344,6415750,14921700.0,4271391424.7,4271391424.7
2019-11-14,'002219,∫„øµ“Ω¡∆,2.33,2.35,2.3,2.3,2.32,0.01,0.431,0.4206,7845059,18271886.47,4346000881.9,4346000881.9
2019-11-13,'002219,∫„øµ“Ω¡∆,2.32,2.35,2.27,2.29,2.3,0.02,0.8696,0.561,10464651,24220000.51,4327348517.6,4327348517.6
2019-11-12,'002219,∫„øµ“Ω¡∆,2.3,2.31,2.21,2.31,2.3,0.0,0.0,0.7323,13659627,30828538.26,4290043789.0,4290043789.0
2019-11-11,'002219,∫„øµ“Ω¡∆,2.3,2.41,2.27,2.41,2.41,-0.11,-4.5643,0.7297,13611085,31586184.85,4290043789.0,4290043789.0
2019-11-08,'002219,∫„øµ“Ω¡∆,2.41,2.47,2.41,2.45,2.45,-0.04,-1.6327,0.345,6435700,15646844.0,4495219796.3,4495219796.3
2019-11-07,'002219,∫„øµ“Ω¡∆,2.45,2.48,2.43,2.46,2.47,-0.02,-0.8097,0.3437,6410441,15741885.06,4569829253.5,4569829253.5
2019-11-06,'002219,∫„øµ“Ω¡∆,2.47,2.52,2.45,2.52,2.52,-0.05,-1.9841,0.2958,5517800,13707889.0,4607133982.1,4607133982.1
2019-11-05,'002219,∫„øµ“Ω¡∆,2.52,2.53,2.48,2.51,2.52,0.0,0.0,0.2799,5220295,13117169.3,4700395803.6,4700395803.6
2019-11-04,'002219,∫„øµ“Ω¡∆,2.52,2.53,2.49,2.49,2.51,0.01,0.3984,0.3216,5998566,15107395.24,4700395803.6,4700395803.6
2019-11-01,'002219,∫„øµ“Ω¡∆,2.51,2.51,2.43,2.47,2.5,0.01,0.4,0.445,8300450,20587366.0,4681743439.3,4681743439.3
2019-10-31,'002219,∫„øµ“Ω¡∆,2.5,2.56,2.5,2.51,2.53,-0.03,-1.1858,0.346,6453608,16308022.24,4663091075.0,4663091075.0
2019-10-30,'002219,∫„øµ“Ω¡∆,2.53,2.61,2.52,2.6,2.58,-0.05,-1.938,0.435,8114510,20686611.5,4719048167.9,4719048167.9
2019-10-29,'002219,∫„øµ“Ω¡∆,2.58,2.64,2.57,2.58,2.58,0.0,0.0,0.6325,11797305,30652728.35,4812309989.4,4812309989.4
2019-10-28,'002219,∫„øµ“Ω¡∆,2.58,2.58,2.53,2.53,2.54,0.04,1.5748,0.4767,8892100,22822179.0,4812309989.4,4812309989.4
2019-10-25,'002219,∫„øµ“Ω¡∆,2.54,2.58,2.5,2.53,2.53,0.01,0.3953,0.4715,8795300,22374058.0,4737700532.2,4737700532.2
2019-10-24,'002219,∫„øµ“Ω¡∆,2.53,2.53,2.5,2.52,2.53,0.0,0.0,0.2807,5236467,13157485.5,4719048167.9,4719048167.9
2019-10-23,'002219,∫„øµ“Ω¡∆,2.53,2.55,2.51,2.54,2.56,-0.03,-1.1719,0.2894,5398325,13684456.5,4719048167.9,4719048167.9
2019-10-22,'002219,∫„øµ“Ω¡∆,2.56,2.56,2.51,2.54,2.54,0.02,0.7874,0.352,6565391,16636605.13,4775005260.8,4775005260.8
2019-10-21,'002219,∫„øµ“Ω¡∆,2.54,2.57,2.5,2.56,2.58,-0.04,-1.5504,0.4564,8512705,21475362.1,4737700532.2,4737700532.2
2019-10-18,'002219,∫„øµ“Ω¡∆,2.58,2.68,2.57,2.57,2.59,-0.01,-0.3861,0.5858,10925945,28570772.25,4812309989.4,4812309989.4
2019-10-17,'002219,∫„øµ“Ω¡∆,2.59,2.62,2.57,2.61,2.61,-0.02,-0.7663,0.3981,7424700,19217886.0,4830962353.7,4830962353.7
2019-10-16,'002219,∫„øµ“Ω¡∆,2.61,2.7,2.6,2.69,2.72,-0.11,-4.0441,0.81,15108905,39749593.27,4868267082.3,4868267082.3
2019-10-15,'002219,∫„øµ“Ω¡∆,2.72,2.84,2.6,2.66,2.68,0.04,1.4925,1.4485,27017593,73859393.07,5073443089.6,5073443089.6
2019-10-14,'002219,∫„øµ“Ω¡∆,2.68,2.72,2.65,2.67,2.65,0.03,1.1321,0.4389,8186378,21969967.26,4998833632.4,4998833632.4
2019-10-11,'002219,∫„øµ“Ω¡∆,2.65,2.67,2.64,2.65,2.64,0.01,0.3788,0.3542,6605972,17528720.08,4942876539.5,4942876539.5
2019-10-10,'002219,∫„øµ“Ω¡∆,2.64,2.67,2.62,2.67,2.65,-0.01,-0.3774,0.4113,7672500,20283741.0,4924224175.2,4924224175.2
2019-10-09,'002219,∫„øµ“Ω¡∆,2.65,2.67,2.56,2.59,2.61,0.04,1.5326,0.4012,7483380,19603397.02,4942876539.5,4942876539.5
2019-10-08,'002219,∫„øµ“Ω¡∆,2.61,2.65,2.6,2.62,2.59,0.02,0.7722,0.2891,5392550,14166909.0,4868267082.3,4868267082.3
2019-09-30,'002219,∫„øµ“Ω¡∆,2.59,2.65,2.59,2.62,2.62,-0.03,-1.145,0.3087,5757850,15059714.5,4830962353.7,4830962353.7
2019-09-27,'002219,∫„øµ“Ω¡∆,2.62,2.63,2.54,2.55,2.56,0.06,2.3438,0.4119,7682950,19941296.5,4886919446.6,4886919446.6
2019-09-26,'002219,∫„øµ“Ω¡∆,2.56,2.7,2.54,2.67,2.68,-0.12,-4.4776,0.783,14603910,38137088.5,4775005260.8,4775005260.8
2019-09-25,'002219,∫„øµ“Ω¡∆,2.68,2.78,2.68,2.78,2.83,-0.15,-5.3004,0.87,16227560,43944790.1,4998833632.4,4998833632.4
2019-09-24,'002219,∫„øµ“Ω¡∆,2.83,2.87,2.8,2.8,2.8,0.03,1.0714,0.5573,10395477,29544482.68,5278619096.9,5278619096.9
2019-09-23,'002219,∫„øµ“Ω¡∆,2.8,2.86,2.78,2.86,2.86,-0.06,-2.0979,0.5187,9675069,27129701.7,5222662004.0,5222662004.0
2019-09-20,'002219,∫„øµ“Ω¡∆,2.86,2.86,2.79,2.8,2.82,0.04,1.4184,0.6661,12423540,35330438.6,5334576189.8,5334576189.8
2019-09-19,'002219,∫„øµ“Ω¡∆,2.82,2.84,2.79,2.84,2.82,0.0,0.0,0.474,8840594,24836597.4,5259966732.6,5259966732.6
2019-09-18,'002219,∫„øµ“Ω¡∆,2.82,2.88,2.79,2.8,2.81,0.01,0.3559,0.5923,11048150,31347717.5,5259966732.6,5259966732.6
2019-09-17,'002219,∫„øµ“Ω¡∆,2.81,2.9,2.8,2.9,2.9,-0.09,-3.1034,0.7496,13981000,39658978.0,5241314368.3,5241314368.3
2019-09-16,'002219,∫„øµ“Ω¡∆,2.9,2.91,2.85,2.89,2.92,-0.02,-0.6849,0.9315,17375400,50020955.0,5409185647.0,5409185647.0
2019-09-12,'002219,∫„øµ“Ω¡∆,2.92,2.98,2.88,2.95,2.94,-0.02,-0.6803,0.8556,15959837,46504310.06,5446490375.6,5446490375.6
2019-09-11,'002219,∫„øµ“Ω¡∆,2.94,3.04,2.93,2.97,2.99,-0.05,-1.6722,1.2776,23830446,70909477.28,5483795104.2,5483795104.2
2019-09-10,'002219,∫„øµ“Ω¡∆,2.99,3.09,2.89,2.92,2.89,0.1,3.4602,2.2716,42371566,126951040.22,5577056925.7,5577056925.7
2019-09-09,'002219,∫„øµ“Ω¡∆,2.89,2.9,2.85,2.87,2.87,0.02,0.6969,0.8814,16439663,47318308.26,5390533282.7,5390533282.7
2019-09-06,'002219,∫„øµ“Ω¡∆,2.87,2.92,2.85,2.91,2.9,-0.03,-1.0345,0.8176,15251039,43808267.04,5353228554.1,5353228554.1
2019-09-05,'002219,∫„øµ“Ω¡∆,2.9,2.93,2.86,2.87,2.89,0.01,0.346,1.2842,23952514,69394635.3,5409185647.0,5409185647.0
2019-09-04,'002219,∫„øµ“Ω¡∆,2.89,2.94,2.81,2.89,2.91,-0.02,-0.6873,1.3846,25826428,74252882.47,5390533282.7,5390533282.7
2019-09-03,'002219,∫„øµ“Ω¡∆,2.91,2.97,2.88,2.96,2.93,-0.02,-0.6826,1.4171,26432555,77169013.58,5427838011.3,5427838011.3
2019-09-02,'002219,∫„øµ“Ω¡∆,2.93,2.95,2.84,2.9,2.89,0.04,1.3841,1.3755,25656527,74570534.76,5465142739.9,5465142739.9
2019-08-30,'002219,∫„øµ“Ω¡∆,2.89,3.07,2.88,3.04,3.16,-0.27,-8.5443,2.8076,52367887,155500849.25,5390533282.7,5390533282.7
2019-08-29,'002219,∫„øµ“Ω¡∆,3.16,3.29,2.91,3.01,3.07,0.09,2.9316,4.9605,92524757,280044376.47,5894147118.8,5894147118.8
2019-08-28,'002219,∫„øµ“Ω¡∆,3.07,3.49,3.03,3.49,3.33,-0.26,-7.8078,5.1897,96800059,311673942.46,5726275840.1,5726275840.1
2019-08-27,'002219,∫„øµ“Ω¡∆,3.33,3.33,3.08,3.14,3.03,0.3,9.901,4.8114,89743526,295136760.26,6211237311.9,6211237311.9
2019-08-26,'002219,∫„øµ“Ω¡∆,3.03,3.03,2.62,2.74,2.75,0.28,10.1818,3.316,61850944,175237177.78,5651666382.9,5651666382.9
2019-08-23,'002219,∫„øµ“Ω¡∆,2.75,2.75,2.47,2.5,2.5,0.25,10.0,1.2555,23417199,62074901.39,5129400182.5,5129400182.5
2019-08-22,'002219,∫„øµ“Ω¡∆,2.5,2.5,2.46,2.49,2.49,0.01,0.4016,0.3433,6402850,15891100.0,4663091075.0,4663091075.0
2019-08-21,'002219,∫„øµ“Ω¡∆,2.49,2.53,2.48,2.53,2.52,-0.03,-1.1905,0.3409,6359360,15864928.8,4644438710.7,4644438710.7
2019-08-20,'002219,∫„øµ“Ω¡∆,2.52,2.55,2.51,2.54,2.53,-0.01,-0.3953,0.4763,8885025,22499082.65,4700395803.6,4700395803.6
2019-08-19,'002219,∫„øµ“Ω¡∆,2.53,2.53,2.47,2.49,2.46,0.07,2.8455,0.5014,9351779,23403892.98,4719048167.9,4719048167.9
2019-08-16,'002219,∫„øµ“Ω¡∆,2.46,2.51,2.46,2.5,2.5,-0.04,-1.6,0.3928,7325819,18199278.03,4588481617.8,4588481617.8
2019-08-15,'002219,∫„øµ“Ω¡∆,2.5,2.51,2.38,2.42,2.47,0.03,1.2146,0.4586,8554796,21000916.91,4663091075.0,4663091075.0
2019-08-14,'002219,∫„øµ“Ω¡∆,2.47,2.53,2.45,2.5,2.47,0.0,0.0,0.5111,9534121,23658627.08,4607133982.1,4607133982.1
2019-08-13,'002219,∫„øµ“Ω¡∆,2.47,2.5,2.44,2.45,2.47,0.0,0.0,0.4089,7626913,18948875.11,4607133982.1,4607133982.1
2019-08-12,'002219,∫„øµ“Ω¡∆,2.47,2.49,2.45,2.45,2.45,0.02,0.8163,0.3561,6642653,16407859.86,4607133982.1,4607133982.1
2019-08-09,'002219,∫„øµ“Ω¡∆,2.45,2.54,2.44,2.51,2.49,-0.04,-1.6064,0.3531,6585400,16389170.0,4569829253.5,4569829253.5
2019-08-08,'002219,∫„øµ“Ω¡∆,2.49,2.53,2.45,2.45,2.46,0.03,1.2195,0.3203,5975003,14914626.97,4644438710.7,4644438710.7
2019-08-07,'002219,∫„øµ“Ω¡∆,2.46,2.5,2.46,2.46,2.46,0.0,0.0,0.3756,7006700,17367455.5,4588481617.8,4588481617.8
2019-08-06,'002219,∫„øµ“Ω¡∆,2.46,2.56,2.38,2.56,2.58,-0.12,-4.6512,0.6256,11669149,28724283.55,4588481617.8,4588481617.8
2019-08-05,'002219,∫„øµ“Ω¡∆,2.58,2.66,2.57,2.65,2.66,-0.08,-3.0075,0.3945,7357998,19270462.76,4812309989.4,4812309989.4
2019-08-02,'002219,∫„øµ“Ω¡∆,2.66,2.68,2.63,2.65,2.73,-0.07,-2.5641,0.4032,7519750,19945767.0,4961528903.8,4961528903.8
2019-08-01,'002219,∫„øµ“Ω¡∆,2.73,2.77,2.71,2.77,2.78,-0.05,-1.7986,0.3454,6442575,17615645.25,5092095453.9,5092095453.9
2019-07-31,'002219,∫„øµ“Ω¡∆,2.78,2.82,2.74,2.76,2.76,0.02,0.7246,0.3297,6148810,17111026.45,5185357275.4,5185357275.4
2019-07-30,'002219,∫„øµ“Ω¡∆,2.76,2.8,2.75,2.75,2.75,0.01,0.3636,0.3532,6587800,18267130.0,5148052546.8,5148052546.8
